playlist_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,popularity,speechiness,tempo,valence,explicit,mode,followers,num_tracks,track_feat,track_remast,track_remix,album_feat,album_deluxe,album_best,time_sign_0.0,time_sign_3.0,time_sign_4.0,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0
Bossa Nova,0.7053658536585367,0.6231707317073171,207297.82926829267,0.39919512195121953,0.031785721707317076,0.1348219512195122,-13.246414634146342,24.634146341463413,0.06338780487804879,124.57239024390248,0.5881707317073172,0,1.0,4746,41,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bottoms Up,0.22647199999999995,0.6718636363636364,278659.9090909091,0.68875,0.6491860290909091,0.17733636363636365,-9.144590909090907,25.795454545454547,0.05652727272727271,117.04299999999999,0.700909090909091,0,1.0,44176,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Brain Food,0.32118876399999996,0.55452,196525.86,0.5937800000000001,0.674562,0.20906799999999998,-10.156320000000001,57.74,0.08991599999999998,124.42754,0.20838199999999996,0,0.0,1850709,50,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Brand Nu Disco,0.032229378,0.7216,246035.32,0.8273599999999994,0.3022559059999999,0.231584,-5.917040000000001,38.4,0.076086,121.17479999999998,0.6089499999999999,0,0.0,72088,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Brandi Carlile #PressPlayForPride,0.42746500000000004,0.46725000000000005,211610.95,0.50405,0.005602352,0.15212499999999998,-10.842699999999999,37.8,0.05367000000000001,104.39705,0.40345,0,1.0,1165,20,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Bread & Dub,0.075866656,0.7362399999999998,203796.2,0.59392,0.5185041320000001,0.15322800000000003,-9.439599999999999,14.4,0.094972,121.89795999999998,0.66984,0,1.0,111,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bring Back the 2000s,0.1205579773333334,0.7102266666666668,242074.46666666667,0.7045866666666666,0.0028562448000000002,0.15943199999999996,-5.903879999999998,51.54666666666667,0.13126000000000002,116.85345333333336,0.6328799999999998,0,1.0,5660,75,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Bring Back the 80s,0.13971333333333336,0.6859500000000002,244580.06666666668,0.6936166666666669,0.007943949333333335,0.16888666666666668,-9.134283333333332,50.733333333333334,0.06149499999999999,123.39811666666668,0.7302166666666667,0,1.0,214545,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Bring Back the 90s,0.08407518032786886,0.6079836065573773,246374.24590163934,0.7359672131147541,0.02999599754098362,0.1711540983606557,-6.910065573770492,56.9344262295082,0.07781147540983609,115.63937704918034,0.6251967213114755,0,1.0,716724,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Brit Blues,0.25085,0.47076000000000007,250020.04,0.5549200000000001,0.09418703159999996,0.168464,-10.07732,32.08,0.04938,119.34567999999999,0.58416,0,1.0,5099,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Britfolk,0.7427333333333334,0.5065999999999999,239615.4,0.38380000000000003,0.07160982666666667,0.19003333333333336,-10.6398,34.06666666666667,0.03795333333333333,123.997,0.32841333333333345,0,0.0,1720,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Britpop, etc.",0.052447518000000005,0.4558400000000001,245391.68,0.7831199999999999,0.05737864579999999,0.18060400000000001,-6.908880000000003,49.34,0.04354200000000001,122.56291999999999,0.5027999999999999,0,1.0,262298,50,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Broken Heart,0.4965000000000001,0.5115,233137.26923076922,0.45590384615384616,0.016428018846153844,0.13295,-8.4655,57.46153846153846,0.05185769230769232,122.88225000000001,0.28721153846153835,0,1.0,1247294,52,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bromance,0.1841502307692308,0.5194615384615384,223105.76923076922,0.7282692307692307,3.109538461538462e-05,0.18948076923076926,-5.877615384615386,26.307692307692307,0.041788461538461545,124.27984615384615,0.566823076923077,0,1.0,9115,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bråvalla Festival 2013,0.0732892292682927,0.5383414634146342,232855.48780487804,0.7728048780487805,0.14147981170731708,0.20039756097560976,-5.672146341463415,32.926829268292686,0.07880243902439023,124.4532195121951,0.4546707317073171,0,1.0,11,41,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Bubblegum K-Pop,0.11975131147540981,0.7011967213114755,205617.5873015873,0.896950819672131,0.00016253934426229506,0.21137377049180328,-2.7247213114754105,44.63492063492063,0.09279180327868855,128.9951639344262,0.727049180327869,0,1.0,50449,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bullet for Hell,0.0010556149999999998,0.4715999999999999,223043.05,0.9398500000000002,0.0208447385,0.19112500000000002,-3.6045500000000006,37.15,0.10425500000000001,121.44395000000002,0.42105000000000004,0,1.0,9509,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAZZETTE – Eject pt. I,0.0037299,0.734,347883.6666666667,0.6698333333333334,0.15439388333333331,0.0921,-4.511333333333334,0.5,0.1885,127.351,0.23758333333333334,0,1.0,63,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cali Fire,0.1113544,0.7600800000000001,219686.58,0.63188,0.0015804372,0.194134,-7.03344,51.54,0.238834,108.40678000000001,0.48645999999999995,1,1.0,420655,50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Calm Down,0.5910602631578948,0.5458552631578947,241341.27631578947,0.3609736842105263,0.13197047065789477,0.1340052631578948,-11.876526315789471,34.8421052631579,0.038049999999999994,110.23857894736844,0.39600263157894733,0,1.0,447762,76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Calm Vibes,0.9877799999999998,0.3979199999999999,168788.22,0.09309260000000003,0.92118,0.11581800000000003,-22.77604,53.46,0.046662000000000016,107.89918,0.19874200000000009,0,0.0,335436,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Canadian Country,0.10628813137254903,0.5537647058823529,204602.35294117648,0.8169411764705883,0.005067308039215686,0.15185686274509805,-5.069176470588236,33.549019607843135,0.046603921568627464,129.58413725490198,0.5868235294117647,0,1.0,41292,51,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cardio,0.09582387755102041,0.6928979591836733,200275.64,0.7812448979591835,0.017701787551020406,0.1637775510204082,-4.88008163265306,60.7,0.06333061224489796,117.59973469387755,0.45906326530612235,0,1.0,2255296,50,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Carefree Days,0.10669896666666666,0.6996999999999999,213696.53333333333,0.7311333333333334,0.024321039333333332,0.2020666666666667,-5.1866,54.6,0.07047000000000002,126.75306666666664,0.5493333333333333,0,1.0,6726,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Channel X,0.1474358,0.7003600000000002,217624.46,0.5972600000000001,0.011384907,0.15647600000000003,-6.532100000000002,63.26,0.123892,121.43352,0.4787779999999999,1,0.0,1276338,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Charles Dickens' Classics,0.7939104477611936,0.6435223880597015,1310962.4776119404,0.25564925373134323,0.024753603582089556,0.20312388059701492,-21.958626865671647,6.522388059701493,0.8714731343283583,98.49353731343285,0.40952985074626863,0,1.0,11358,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Chicago Blues,0.62648,0.5583499999999999,194766.3,0.54535,0.090759322,0.207545,-10.196900000000001,38.1,0.07851500000000002,118.11565,0.6977499999999999,0,1.0,18203,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Chill Covers,0.651239,0.48923,220892.7,0.353337,0.07011936880000001,0.161409,-10.81151,35.17,0.05517800000000001,115.13238000000005,0.2498010000000001,0,1.0,297303,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Hits,0.225591052631579,0.6596526315789473,193911.95789473684,0.612621052631579,0.001612148947368421,0.15863789473684214,-6.195505263157895,70.89473684210526,0.07886631578947369,110.70792631578942,0.4544589473684211,0,1.0,2682226,95,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Instrumental Beats,0.372373233,0.7333199999999996,134431.98,0.3727340000000001,0.7326208200000001,0.18182599999999996,-11.06042,38.78,0.15214200000000003,110.96149999999997,0.5477240000000001,0,0.0,33355,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Chill Out Dinner,0.5118718478260871,0.540967391304348,252299.02173913043,0.36770826086956515,0.6297949442391305,0.14976630434782612,-13.96045652173913,41.45652173913044,0.03803260869565218,118.03478260869566,0.2702358695652174,0,0.0,55215,92,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Out Music,0.41449025714285703,0.5549857142857144,256880.6857142857,0.4252885714285713,0.6691410714285713,0.14475571428571427,-12.6434,44.07142857142857,0.03810571428571428,121.25448571428566,0.3039214285714287,0,0.0,553642,70,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Party,0.3283924642857143,0.6785357142857145,276358.76785714284,0.5857499999999999,0.43292384321428573,0.14861249999999998,-9.015839285714284,25.196428571428573,0.07972142857142858,117.78128571428572,0.3663660714285716,0,1.0,175654,56,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Singer Songwriter,0.6719982142857143,0.48780357142857145,238075.7142857143,0.32937499999999986,0.05765407107142856,0.1615107142857143,-10.638267857142862,39.857142857142854,0.03744821428571428,122.56982142857146,0.31530535714285707,0,1.0,121195,56,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Tracks,0.24041343999999995,0.6396999999999999,238656.52,0.6407100000000001,0.3803953275,0.168099,-7.992380000000002,52.48,0.061343999999999996,116.34680999999996,0.2740990000000001,0,0.0,1000069,100,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chill Vibes,0.4250692999999998,0.6054400000000001,215559.24,0.48716600000000004,0.11354633220000004,0.152254,-9.027290000000002,52.87,0.074276,115.94559999999997,0.3163099999999998,0,1.0,693987,100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Chill as Folk,0.5066383216783215,0.5155384615384617,237216.16783216782,0.45462307692307713,0.09952292580419579,0.15104475524475527,-9.666265734265732,38.89510489510489,0.0360825174825175,118.29981118881119,0.38226713286713293,0,1.0,603936,143,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Chilled R&B,0.3332899999999999,0.5711800000000001,226227.94,0.5294000000000001,0.0182484424,0.13484800000000002,-8.18652,57.62,0.144106,117.0974,0.3952299999999999,0,0.0,1016820,50,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chillin' by the Pool,0.14133314,0.6972399999999999,298779.48,0.6470799999999999,0.448447432,0.126844,-8.465380000000003,30.02,0.06668400000000002,118.73092000000001,0.351428,0,1.0,6453,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Chillin' on a Dirt Road,0.14206105660377358,0.5855283018867924,213547.43396226416,0.7619245283018867,0.006015042641509434,0.18216981132075474,-5.299981132075471,57.9811320754717,0.03889622641509433,126.72839622641509,0.6483773584905659,0,1.0,986056,53,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Chips and Salsa,0.5526216216216218,0.6315135135135136,258244.9189189189,0.6932432432432432,0.03207035432432433,0.17583513513513516,-8.233486486486488,35.5945945945946,0.06377567567567567,118.64427027027024,0.8488918918918917,0,1.0,24854,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Christian Christmas,0.3436957333333334,0.46638333333333326,236502.21666666667,0.5709333333333334,0.0007681095,0.179375,-7.614649999999998,28.0,0.03354,115.33058333333334,0.3363233333333333,0,1.0,15342,60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Christmas Contemporary,0.49494459999999996,0.5015399999999999,222927.47,0.48510900000000007,0.008542530100000003,0.19770500000000002,-9.064070000000001,31.36,0.05402399999999998,119.47214999999997,0.410777,0,1.0,10176,100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Christmas Peaceful Piano,0.9914285714285714,0.4973076923076925,179022.05494505496,0.05876626373626375,0.9370549450549451,0.11465824175824177,-22.35798901098901,51.73626373626374,0.05280219780219779,100.69760439560447,0.2840274725274725,0,1.0,79535,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Christmas Stories,0.6495555555555556,0.6456666666666666,1100178.9722222222,0.25721944444444444,0.020925841666666667,0.20704722222222227,-16.63141666666667,10.833333333333334,0.8602472222222223,98.33525,0.39907777777777775,0,1.0,45479,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Cinematic Chill-Out,0.8508545454545453,0.15808000000000005,170245.18181818182,0.0819969090909091,0.83952,0.10416545454545457,-26.433963636363632,45.63636363636363,0.04182363636363636,90.76258181818181,0.04396181818181818,0,0.0,396254,55,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Classic Acoustic,0.5932915294117649,0.537941176470588,224883.77647058823,0.36083882352941177,0.03327082752941175,0.16241647058823533,-12.926611764705882,52.188235294117646,0.03676470588235295,120.65578823529408,0.48884705882352925,0,1.0,921724,85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Classic Covers,0.6729532622950819,0.4933770491803278,226849.3606557377,0.3307,0.02518229704918033,0.17217868852459017,-10.508573770491802,48.049180327868854,0.035824590163934425,120.24129508196718,0.37175573770491804,0,1.0,408577,61,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Classic Hardcore,0.005986115079365078,0.36161904761904756,170350.2857142857,0.9366349206349204,0.13245459142857147,0.22922539682539683,-5.55031746031746,27.73015873015873,0.10856190476190482,122.887,0.39321746031746035,0,1.0,34408,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Classic Honky Tonk,0.7485820000000003,0.6104999999999998,157789.64,0.38276000000000004,0.008382121999999999,0.18646599999999997,-11.114939999999999,20.78,0.03635999999999999,123.46194000000001,0.7356,0,1.0,1610,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Classic Oldies Stroll,0.687409090909091,0.5455454545454544,158873.54545454544,0.4175227272727273,0.008874865454545454,0.1847409090909091,-10.623045454545451,36.72727272727273,0.04807727272727272,120.78645454545457,0.6575454545454545,0,1.0,533,22,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Classic Punk,0.06455634666666668,0.4263655913978493,175344.03225806452,0.84405376344086,0.11459422086021503,0.21649462365591407,-8.103720430107524,43.03225806451613,0.08738064516129031,135.60981720430112,0.6078569892473121,0,1.0,561869,93,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Classic Road Trip Songs,0.13401175254901962,0.5610392156862742,241746.96078431373,0.7358235294117645,0.05195909960784312,0.1869627450980392,-8.774,50.78431372549019,0.04761372549019608,127.84745098039217,0.6625686274509803,0,1.0,516992,51,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Classic Soul With Seth Rogen,0.4712560975609757,0.5870243902439023,148499.48780487804,0.5218536585365855,0.03979863902439025,0.2247000000000001,-9.950560975609758,37.146341463414636,0.15176341463414633,105.65958536585367,0.6551707317073172,0,1.0,4151,41,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Classical Café,0.9243389830508473,0.21980338983050846,368538.0,0.06655610169491527,0.8142542372881355,0.11492711864406781,-26.028305084745767,25.491525423728813,0.04533050847457627,93.39371186440678,0.09821525423728815,0,1.0,513,59,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Classical Dance Music: Ballet & Beyond,0.92578,0.35964000000000007,262228.8,0.14795779999999994,0.7304376000000002,0.149814,-22.29418,28.32,0.04295,106.69745999999999,0.325898,0,1.0,108600,50,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Classical Essentials,0.9354,0.259276,488806.56,0.11584169999999996,0.6167733462000003,0.12352699999999998,-23.284850000000006,42.91,0.044765000000000006,105.52407999999996,0.17464900000000003,0,1.0,710535,100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Classical Feast,0.919857142857143,0.39290476190476187,247144.97619047618,0.10783333333333335,0.35022231666666676,0.17260952380952382,-21.47988095238095,26.80952380952381,0.04378809523809524,114.79366666666664,0.4603571428571427,0,1.0,15197,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Classical Guitar 50: Spotify Picks,0.9762399999999996,0.39224,276638.36,0.11062619999999997,0.8910200000000001,0.107218,-24.825219999999998,30.76,0.04620400000000001,106.83364000000002,0.2982660000000001,0,1.0,57091,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Classical Halloween,0.7506600000000002,0.28463,407449.1666666667,0.2594153333333334,0.5913413333333335,0.18015333333333336,-19.511033333333334,18.5,0.08408333333333334,110.84313333333333,0.13491666666666668,0,1.0,4586,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Classical Intimate Dinner,0.9737575757575759,0.2816969696969697,372187.6666666667,0.045645757575757576,0.6086548484848484,0.1145030303030303,-26.002212121212118,20.666666666666668,0.04397575757575757,102.0181515151515,0.13492121212121214,0,1.0,12414,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Classical Moments in Movies,0.9319799999999999,0.256442,375161.84,0.11706560000000003,0.6764406212,0.14059399999999997,-21.55692,28.12,0.04544400000000001,95.77694,0.14625800000000005,0,1.0,97243,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Classical Music Explained: Bernstein's Music Lectures & More,0.8494000000000002,0.5719400000000001,359000.69,0.14928,0.042839897800000006,0.23911800000000002,-23.5137,3.86,0.5244340000000001,103.04108000000001,0.417491,0,1.0,15213,100,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Classical Music for Smart Kids,0.9538695652173914,0.303313043478261,277295.0,0.08323521739130432,0.8188978913043476,0.11575217391304349,-26.177282608695656,42.43478260869565,0.04445000000000001,102.16467391304352,0.20074782608695654,0,1.0,167143,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Classical New Releases: Spotify Picks,0.9518599999999996,0.279726,323484.84,0.12198580000000005,0.6294726607999999,0.11532400000000001,-23.26701999999999,29.56,0.04655200000000001,101.00907999999998,0.15842599999999998,0,1.0,266060,50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Classical Romance,0.94754,0.2110400000000001,395435.59,0.06996889999999995,0.7415446860000005,0.11062199999999997,-25.607769999999995,33.18,0.04306299999999999,96.28481000000002,0.10254999999999999,0,1.0,198966,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Classical X,0.90266,0.28800000000000003,341315.5,0.1584952,0.7547903999999996,0.13008,-21.735439999999997,27.12,0.05350800000000003,108.44046000000004,0.17126799999999995,0,1.0,31860,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Clinically Cold,0.10869759649122808,0.6637719298245613,262184.05263157893,0.7144035087719298,0.00020984421052631577,0.2338543859649123,-5.7541754385964925,44.31578947368421,0.20925614035087714,119.67724561403512,0.4251368421052632,1,1.0,81675,57,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Club Acoustic,0.6677722222222224,0.4973555555555555,211553.8,0.39874444444444435,0.12213284622222222,0.14555333333333334,-9.383999999999999,33.84444444444444,0.03541333333333335,115.27808888888887,0.2659444444444445,0,1.0,119460,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Coffee & Relaxation,0.664458064516129,0.5151290322580645,241813.90322580645,0.32514193548387094,0.10198831129032261,0.13737741935483871,-12.351838709677422,42.87096774193548,0.03865483870967741,123.89848387096774,0.32886774193548385,0,1.0,5162,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Coffee Music,0.44508624999999996,0.5282812499999999,225611.8125,0.5223624999999998,0.08249506937499998,0.19059687500000003,-8.564625,40.03125,0.049440625,115.0686875,0.3417593749999999,0,1.0,2865,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Coffee Table Jazz,0.9069436619718309,0.4324366197183099,343443.1971830986,0.13229859154929577,0.6147684507042255,0.1575323943661972,-18.237478873239436,53.38028169014085,0.0396718309859155,103.3532676056338,0.17741549295774647,0,1.0,1297604,71,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Comedy Top Tracks,0.735276,0.56221,244917.56,0.8372299999999998,0.00010466050000000001,0.7075240000000003,-8.077300000000001,43.72,0.7974110000000002,103.16624999999996,0.3779270000000001,1,1.0,310481,100,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Comfort Zone,0.2589218918918918,0.5957837837837837,236128.97297297296,0.6108243243243244,0.00803934783783784,0.14053513513513516,-6.510243243243243,63.986486486486484,0.05952297297297296,117.10290540540541,0.4146243243243243,0,1.0,159939,74,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Complete Chaos,0.0034719869892473093,0.3488924731182797,158972.72043010753,0.9508387096774191,0.14532595053763442,0.2570150537634408,-4.202021505376345,29.258064516129032,0.12700537634408596,135.4082795698925,0.3087924731182795,0,1.0,78643,93,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Composer Weekly: Meredith Monk,0.9708666666666665,0.36633333333333334,344157.0,0.1404753333333333,0.4217392866666668,0.17453999999999997,-22.717500000000005,17.433333333333334,0.08202666666666668,101.6696333333333,0.23170333333333334,0,0.0,133105,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Conchita: Pride,0.3400022068965519,0.5498275862068965,208213.3448275862,0.5847310344827586,0.024794670689655175,0.19729310344827589,-7.392448275862069,31.448275862068964,0.08415172413793105,121.71944827586206,0.39611379310344824,0,0.0,6114,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Confidence Boost,0.12064459999999999,0.6704600000000002,214238.42,0.6906399999999999,0.009825021399999998,0.183534,-5.593500000000001,69.98,0.08800799999999999,114.70235999999998,0.5608800000000002,0,0.0,1536157,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Congratulations, Sofia and Daniel",0.6383233333333335,0.5694666666666668,189383.26666666666,0.3925033333333333,0.03625818533333334,0.14987999999999996,-11.45246666666667,10.0,0.05060999999999998,110.2073,0.52879,0,1.0,82,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Contemporary Blend,0.207408,0.6050566037735848,216632.28301886792,0.6179811320754716,0.021881943207547168,0.1552735849056604,-6.339207547169812,52.0377358490566,0.06307924528301886,118.62352830188681,0.45064150943396225,0,1.0,128381,53,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Contemporary Chinese Classical,0.7709357142857144,0.24254642857142858,634322.4642857143,0.10936892857142858,0.3898268142857143,0.14565357142857144,-25.37064285714285,5.428571428571429,0.055221428571428574,103.83978571428574,0.05882500000000001,0,1.0,17269,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cool Down,0.829547169811321,0.4434245283018868,239369.18867924527,0.14873867924528306,0.8638301886792453,0.14901320754716985,-20.87358490566038,48.320754716981135,0.03982830188679246,109.01647169811324,0.13393396226415097,0,1.0,67974,53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Coping With Loss,0.4393169662921349,0.49396629213483156,255922.11235955055,0.45909999999999995,0.03497237404494384,0.1523269662921349,-9.530730337078653,36.235955056179776,0.036287640449438205,118.47479775280898,0.29371460674157307,0,1.0,93871,89,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Country Blend,0.2231810810810811,0.5712432432432433,216575.75675675675,0.6521351351351352,8.369189189189189e-06,0.1516432432432433,-6.04164864864865,33.972972972972975,0.034345945945945956,112.95459459459464,0.43260810810810807,0,1.0,68683,37,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Country Christmas,0.5160901639344262,0.5350327868852459,192811.7868852459,0.4794754098360656,0.00027906639344262284,0.1695852459016393,-8.64622950819672,41.42622950819672,0.03772786885245902,127.585262295082,0.5016147540983605,0,1.0,58562,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Country Coffeehouse,0.6041426415094336,0.5324905660377358,232125.20754716982,0.3635377358490566,0.0046325562264150945,0.11220188679245283,-9.817377358490564,48.9622641509434,0.03263396226415095,117.58775471698115,0.30077924528301886,0,1.0,286837,53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Country Gold,0.11476133999999999,0.5669600000000001,222771.62,0.7697399999999998,0.006295992599999999,0.15736799999999995,-5.246160000000001,57.1,0.038612,126.86089999999999,0.5795400000000002,0,1.0,956300,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Country Icon,0.26665151923076924,0.646326923076923,205722.21153846153,0.6578846153846154,0.001912504230769231,0.18941923076923078,-8.210346153846155,50.69230769230769,0.03273076923076922,126.5536346153846,0.6915576923076924,0,1.0,267366,52,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Country Kind of Love,0.2090589230769231,0.5756153846153848,207686.0,0.6853076923076922,0.003693895769230769,0.14787499999999995,-5.908384615384616,57.90384615384615,0.039211538461538464,120.54763461538458,0.509826923076923,0,1.0,532747,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Country Nights,0.1212925918367347,0.5798163265306121,218232.61224489796,0.7662244897959187,0.00493206306122449,0.17263877551020407,-5.16126530612245,50.61224489795919,0.03955918367346941,122.09863265306127,0.5794489795918367,0,1.0,332949,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Country Sunrise,0.1438104285714286,0.5635357142857143,204305.07142857142,0.7348571428571428,0.003353737857142857,0.1833214285714286,-5.595392857142857,30.321428571428573,0.03715714285714287,127.71085714285714,0.5673571428571427,0,1.0,1398,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
